bundle_id,apply,source_file,measured_at,operator_or_agent,instrument_id,notes,value_date,value_medium_lot,value_medium_name,value_temperature_c,value_mea_coupon_id,value_electrode_material,value_laminin_or_peptide_density,value_sterilization_or_aseptic_protocol,value_pH_initial,value_pH_final,value_osmolality_initial_mOsm_kg,value_osmolality_final_mOsm_kg,value_conductivity_initial_mS_cm,value_conductivity_final_mS_cm,value_visible_precipitate,value_visible_shedding,value_swelling_fraction,value_delamination_score,value_optical_transparency_fraction,priority,run_id,article_id,timepoint,source_class,target_fields,target_value_columns,source_value_rows,instrument_required,source_file_requirement,source_file_exists,allowed_source_file,entry_status,missing_items,operator_action
H-A-BUNDLE-034,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h/h_a_conductivity_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h,hydrogel_laminin_control,24h,conductivity_meter_export_or_photo,conductivity,value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm,2,true,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-035,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h/h_a_physical_inspection_scoring_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h,hydrogel_laminin_control,24h,image_or_scoring_worksheet,delamination_score;optical_transparency_fraction;visible_precipitate;visible_shedding,value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction,4,true,Image plus scoring worksheet or vendor image-analysis report. / Image-analysis export or vendor microscopy report. / Time-stamped image or microscopy/stereoscope export. / Time-stamped image or vendor inspection report.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-036,,data/nhi_pedot_h_a_vendor_return_inbox/external_lab_exports/NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h/h_a_osmolality_report_or_export.pdf,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h,hydrogel_laminin_control,24h,osmometer_report_or_export,osmolality,value_osmolality_initial_mOsm_kg;value_osmolality_final_mOsm_kg,2,true,Osmometer report/export reconciled to run_id.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_osmolality_initial_mOsm_kg;value_osmolality_final_mOsm_kg;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-037,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h/h_a_pH_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h,hydrogel_laminin_control,24h,pH_meter_export_or_photo,pH,value_pH_initial;value_pH_final,2,true,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_pH_initial;value_pH_final;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-038,,data/source_files/build_records/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h/h_a_build_or_supplier_record.pdf,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h,hydrogel_laminin_control,24h,supplier_or_build_record,electrode_material;laminin_or_peptide_density;mea_coupon_id;sterilization_or_aseptic_protocol,value_mea_coupon_id;value_electrode_material;value_laminin_or_peptide_density;value_sterilization_or_aseptic_protocol,4,false,"Build sheet, sample label, or chain-of-custody record. / Recipe record, supplier CoA, coating log, or build sheet. / SOP identifier, batch record, or chain-of-custody record. / Supplier documentation, build sheet, or sample label record.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;value_mea_coupon_id;value_electrode_material;value_laminin_or_peptide_density;value_sterilization_or_aseptic_protocol;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-039,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h/h_a_swelling_dimension_or_mass_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h,hydrogel_laminin_control,24h,swelling_dimension_or_mass_worksheet,swelling_fraction,value_swelling_fraction,1,true,"Image analysis export, caliper log, or mass/dimension worksheet.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_swelling_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-040,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h/h_a_temperature_or_incubator_log.csv,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-hydrogel_laminin_control-R1-24h,hydrogel_laminin_control,24h,temperature_or_incubator_log,temperature_c,value_temperature_c,1,true,"Incubator log, probe export, or time-stamped photo.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_temperature_c;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-041,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h/h_a_metadata_chain_of_custody_record.csv,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h,hydrogel_laminin_control,72h,bench_or_chain_of_custody_record,date;medium_lot;medium_name,value_date;value_medium_name;value_medium_lot,3,false,"Bench sheet, vendor report, or chain-of-custody CSV. / Lot CoA, bottle label image, or chain-of-custody record. / Medium bottle photo, lot CoA, or chain-of-custody record.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;value_date;value_medium_name;value_medium_lot;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-042,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h/h_a_conductivity_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h,hydrogel_laminin_control,72h,conductivity_meter_export_or_photo,conductivity,value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm,2,true,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-043,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h/h_a_physical_inspection_scoring_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h,hydrogel_laminin_control,72h,image_or_scoring_worksheet,delamination_score;optical_transparency_fraction;visible_precipitate;visible_shedding,value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction,4,true,Image plus scoring worksheet or vendor image-analysis report. / Image-analysis export or vendor microscopy report. / Time-stamped image or microscopy/stereoscope export. / Time-stamped image or vendor inspection report.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-044,,data/nhi_pedot_h_a_vendor_return_inbox/external_lab_exports/NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h/h_a_osmolality_report_or_export.pdf,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h,hydrogel_laminin_control,72h,osmometer_report_or_export,osmolality,value_osmolality_initial_mOsm_kg;value_osmolality_final_mOsm_kg,2,true,Osmometer report/export reconciled to run_id.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_osmolality_initial_mOsm_kg;value_osmolality_final_mOsm_kg;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-045,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h/h_a_pH_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h,hydrogel_laminin_control,72h,pH_meter_export_or_photo,pH,value_pH_initial;value_pH_final,2,true,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_pH_initial;value_pH_final;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-046,,data/source_files/build_records/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h/h_a_build_or_supplier_record.pdf,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h,hydrogel_laminin_control,72h,supplier_or_build_record,electrode_material;laminin_or_peptide_density;mea_coupon_id;sterilization_or_aseptic_protocol,value_mea_coupon_id;value_electrode_material;value_laminin_or_peptide_density;value_sterilization_or_aseptic_protocol,4,false,"Build sheet, sample label, or chain-of-custody record. / Recipe record, supplier CoA, coating log, or build sheet. / SOP identifier, batch record, or chain-of-custody record. / Supplier documentation, build sheet, or sample label record.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;value_mea_coupon_id;value_electrode_material;value_laminin_or_peptide_density;value_sterilization_or_aseptic_protocol;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-047,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h/h_a_swelling_dimension_or_mass_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h,hydrogel_laminin_control,72h,swelling_dimension_or_mass_worksheet,swelling_fraction,value_swelling_fraction,1,true,"Image analysis export, caliper log, or mass/dimension worksheet.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_swelling_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-048,,data/source_files/full/h_a/NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h/h_a_temperature_or_incubator_log.csv,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-hydrogel_laminin_control-R1-72h,hydrogel_laminin_control,72h,temperature_or_incubator_log,temperature_c,value_temperature_c,1,true,"Incubator log, probe export, or time-stamped photo.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_temperature_c;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-049,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h/h_a_metadata_chain_of_custody_record.csv,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h,lead_nhi_pedot_low_loading,0h,bench_or_chain_of_custody_record,date;medium_lot;medium_name,value_date;value_medium_name;value_medium_lot,3,false,"Bench sheet, vendor report, or chain-of-custody CSV. / Lot CoA, bottle label image, or chain-of-custody record. / Medium bottle photo, lot CoA, or chain-of-custody record.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;value_date;value_medium_name;value_medium_lot;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-050,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h/h_a_conductivity_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h,lead_nhi_pedot_low_loading,0h,conductivity_meter_export_or_photo,conductivity,value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm,2,true,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-051,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h/h_a_physical_inspection_scoring_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h,lead_nhi_pedot_low_loading,0h,image_or_scoring_worksheet,delamination_score;optical_transparency_fraction;visible_precipitate;visible_shedding,value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction,4,true,Image plus scoring worksheet or vendor image-analysis report. / Image-analysis export or vendor microscopy report. / Time-stamped image or microscopy/stereoscope export. / Time-stamped image or vendor inspection report.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-052,,data/nhi_pedot_h_a_vendor_return_inbox/external_lab_exports/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h/h_a_osmolality_report_or_export.pdf,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h,lead_nhi_pedot_low_loading,0h,osmometer_report_or_export,osmolality,value_osmolality_initial_mOsm_kg;value_osmolality_final_mOsm_kg,2,true,Osmometer report/export reconciled to run_id.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_osmolality_initial_mOsm_kg;value_osmolality_final_mOsm_kg;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-053,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h/h_a_pH_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h,lead_nhi_pedot_low_loading,0h,pH_meter_export_or_photo,pH,value_pH_initial;value_pH_final,2,true,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_pH_initial;value_pH_final;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-054,,data/source_files/build_records/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h/h_a_build_or_supplier_record.pdf,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h,lead_nhi_pedot_low_loading,0h,supplier_or_build_record,electrode_material;laminin_or_peptide_density;mea_coupon_id;sterilization_or_aseptic_protocol,value_mea_coupon_id;value_electrode_material;value_laminin_or_peptide_density;value_sterilization_or_aseptic_protocol,4,false,"Build sheet, sample label, or chain-of-custody record. / Recipe record, supplier CoA, coating log, or build sheet. / SOP identifier, batch record, or chain-of-custody record. / Supplier documentation, build sheet, or sample label record.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;value_mea_coupon_id;value_electrode_material;value_laminin_or_peptide_density;value_sterilization_or_aseptic_protocol;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-055,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h/h_a_swelling_dimension_or_mass_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h,lead_nhi_pedot_low_loading,0h,swelling_dimension_or_mass_worksheet,swelling_fraction,value_swelling_fraction,1,true,"Image analysis export, caliper log, or mass/dimension worksheet.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_swelling_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-056,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h/h_a_temperature_or_incubator_log.csv,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-0h,lead_nhi_pedot_low_loading,0h,temperature_or_incubator_log,temperature_c,value_temperature_c,1,true,"Incubator log, probe export, or time-stamped photo.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_temperature_c;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-057,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h/h_a_metadata_chain_of_custody_record.csv,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h,lead_nhi_pedot_low_loading,24h,bench_or_chain_of_custody_record,date;medium_lot;medium_name,value_date;value_medium_name;value_medium_lot,3,false,"Bench sheet, vendor report, or chain-of-custody CSV. / Lot CoA, bottle label image, or chain-of-custody record. / Medium bottle photo, lot CoA, or chain-of-custody record.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;value_date;value_medium_name;value_medium_lot;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-058,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h/h_a_conductivity_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h,lead_nhi_pedot_low_loading,24h,conductivity_meter_export_or_photo,conductivity,value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm,2,true,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-059,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h/h_a_physical_inspection_scoring_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h,lead_nhi_pedot_low_loading,24h,image_or_scoring_worksheet,delamination_score;optical_transparency_fraction;visible_precipitate;visible_shedding,value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction,4,true,Image plus scoring worksheet or vendor image-analysis report. / Image-analysis export or vendor microscopy report. / Time-stamped image or microscopy/stereoscope export. / Time-stamped image or vendor inspection report.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-060,,data/nhi_pedot_h_a_vendor_return_inbox/external_lab_exports/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h/h_a_osmolality_report_or_export.pdf,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h,lead_nhi_pedot_low_loading,24h,osmometer_report_or_export,osmolality,value_osmolality_initial_mOsm_kg;value_osmolality_final_mOsm_kg,2,true,Osmometer report/export reconciled to run_id.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_osmolality_initial_mOsm_kg;value_osmolality_final_mOsm_kg;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-061,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h/h_a_pH_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h,lead_nhi_pedot_low_loading,24h,pH_meter_export_or_photo,pH,value_pH_initial;value_pH_final,2,true,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_pH_initial;value_pH_final;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-062,,data/source_files/build_records/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h/h_a_build_or_supplier_record.pdf,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h,lead_nhi_pedot_low_loading,24h,supplier_or_build_record,electrode_material;laminin_or_peptide_density;mea_coupon_id;sterilization_or_aseptic_protocol,value_mea_coupon_id;value_electrode_material;value_laminin_or_peptide_density;value_sterilization_or_aseptic_protocol,4,false,"Build sheet, sample label, or chain-of-custody record. / Recipe record, supplier CoA, coating log, or build sheet. / SOP identifier, batch record, or chain-of-custody record. / Supplier documentation, build sheet, or sample label record.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;value_mea_coupon_id;value_electrode_material;value_laminin_or_peptide_density;value_sterilization_or_aseptic_protocol;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-063,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h/h_a_swelling_dimension_or_mass_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h,lead_nhi_pedot_low_loading,24h,swelling_dimension_or_mass_worksheet,swelling_fraction,value_swelling_fraction,1,true,"Image analysis export, caliper log, or mass/dimension worksheet.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_swelling_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-064,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h/h_a_temperature_or_incubator_log.csv,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-24h,lead_nhi_pedot_low_loading,24h,temperature_or_incubator_log,temperature_c,value_temperature_c,1,true,"Incubator log, probe export, or time-stamped photo.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_temperature_c;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-065,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h/h_a_metadata_chain_of_custody_record.csv,,,,,,,,,,,,,,,,,,,,,,,,1,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h,lead_nhi_pedot_low_loading,72h,bench_or_chain_of_custody_record,date;medium_lot;medium_name,value_date;value_medium_name;value_medium_lot,3,false,"Bench sheet, vendor report, or chain-of-custody CSV. / Lot CoA, bottle label image, or chain-of-custody record. / Medium bottle photo, lot CoA, or chain-of-custody record.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;value_date;value_medium_name;value_medium_lot;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-066,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h/h_a_conductivity_meter_export_or_photo.csv,,,,,,,,,,,,,,,,,,,,,,,,2,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h,lead_nhi_pedot_low_loading,72h,conductivity_meter_export_or_photo,conductivity,value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm,2,true,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_conductivity_initial_mS_cm;value_conductivity_final_mS_cm;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
H-A-BUNDLE-067,,data/source_files/full/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h/h_a_physical_inspection_scoring_worksheet.csv,,,,,,,,,,,,,,,,,,,,,,,,3,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h,lead_nhi_pedot_low_loading,72h,image_or_scoring_worksheet,delamination_score;optical_transparency_fraction;visible_precipitate;visible_shedding,value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction,4,true,Image plus scoring worksheet or vendor image-analysis report. / Image-analysis export or vendor microscopy report. / Time-stamped image or microscopy/stereoscope export. / Time-stamped image or vendor inspection report.,false,true,awaiting_bundle_entry,measured_at;operator_or_agent;instrument_id;value_visible_precipitate;value_visible_shedding;value_delamination_score;value_optical_transparency_fraction;source_file_missing,"Fill only real measured/reviewed values, put the raw source file at source_file, then set apply=yes and run scripts/apply_nhi_pedot_h_a_bundle_entry_sheet.py."
